GeneID,Cluster,entrez,symbol,chr,start,end,strand,biotype,description
ENSG00000183691,cluster4,9241,NOG,17,56593699,56595611,1,protein_coding,noggin
ENSG00000035664,cluster4,23604,DAPK2,15,63907036,64072033,-1,protein_coding,death associated protein kinase 2
ENSG00000168135,cluster4,3761,KCNJ4,22,38426327,38455199,-1,protein_coding,potassium inwardly rectifying channel subfamily J member 4
ENSG00000234965,cluster4,440829,SHISA8,22,41909543,41915074,-1,protein_coding,shisa family member 8
ENSG00000006025,cluster4,114881,OSBPL7,17,47807372,47821834,-1,protein_coding,oxysterol binding protein like 7
ENSG00000147852,cluster4,7436,VLDLR,9,2621182,2660056,1,protein_coding,very low density lipoprotein receptor
ENSG00000172379,cluster4,9915,ARNT2,15,80404350,80597933,1,protein_coding,aryl hydrocarbon receptor nuclear translocator 2
ENSG00000163701,cluster4,132014,IL17RE,3,9902612,9916402,1,protein_coding,interleukin 17 receptor E
ENSG00000113140,cluster4,6678,SPARC,5,151661096,151686975,-1,protein_coding,secreted protein acidic and cysteine rich
ENSG00000153904,cluster4,23576,DDAH1,1,85318481,85578363,-1,protein_coding,dimethylarginine dimethylaminohydrolase 1
ENSG00000196422,cluster4,9858,PPP1R26,9,135479079,135488893,1,protein_coding,protein phosphatase 1 regulatory subunit 26
ENSG00000168913,cluster4,375704,ENHO,9,34521043,34522990,-1,protein_coding,energy homeostasis associated
ENSG00000185442,cluster4,400451,FAM174B,15,92617448,92809884,-1,protein_coding,family with sequence similarity 174 member B
ENSG00000162882,cluster4,23498,HAAO,2,42767089,42792593,-1,protein_coding,"3-hydroxyanthranilate 3,4-dioxygenase"
ENSG00000103723,cluster4,8120,AP3B2,15,82659281,82710112,-1,protein_coding,adaptor related protein complex 3 subunit beta 2
ENSG00000185519,cluster4,348487,FAM131C,1,16057769,16073651,-1,protein_coding,family with sequence similarity 131 member C
ENSG00000137726,cluster4,53826,FXYD6,11,117836976,117877486,-1,protein_coding,FXYD domain containing ion transport regulator 6
ENSG00000171385,cluster4,3752,KCND3,1,111770662,111989668,-1,protein_coding,potassium voltage-gated channel subfamily D member 3
ENSG00000103811,cluster4,1512,CTSH,15,78921058,78949574,-1,protein_coding,cathepsin H
ENSG00000116544,cluster4,58512,DLGAP3,1,34865436,34929650,-1,protein_coding,DLG associated protein 3
ENSG00000163888,cluster4,94032,CAMK2N2,3,184259213,184261553,-1,protein_coding,calcium/calmodulin dependent protein kinase II inhibitor 2
ENSG00000120318,cluster4,64411,ARAP3,5,141653401,141682230,-1,protein_coding,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"
ENSG00000156475,cluster4,5521,PPP2R2B,5,146580742,147084784,-1,protein_coding,protein phosphatase 2 regulatory subunit Bbeta
ENSG00000140557,cluster4,8128,ST8SIA2,15,92393881,92468728,1,protein_coding,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2"
ENSG00000110455,cluster4,84680,ACCS,11,44065925,44084237,1,protein_coding,1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
ENSG00000184613,cluster4,4753,NELL2,12,44508275,44921848,-1,protein_coding,neural EGFL like 2
ENSG00000130762,cluster4,27237,ARHGEF16,1,3454665,3481113,1,protein_coding,Rho guanine nucleotide exchange factor 16
ENSG00000144843,cluster4,141,ADPRH,3,119579268,119589945,1,protein_coding,ADP-ribosylarginine hydrolase
ENSG00000115828,cluster4,25797,QPCT,2,37342827,37373322,1,protein_coding,glutaminyl-peptide cyclotransferase
ENSG00000168917,cluster4,80723,SLC35G2,3,136818647,136855888,1,protein_coding,solute carrier family 35 member G2
ENSG00000136378,cluster4,11173,ADAMTS7,15,78759206,78811464,-1,protein_coding,ADAM metallopeptidase with thrombospondin type 1 motif 7
ENSG00000196159,cluster4,79633,FAT4,4,125314918,125492932,1,protein_coding,FAT atypical cadherin 4
ENSG00000172575,cluster4,10125,RASGRP1,15,38488103,38565575,-1,protein_coding,RAS guanyl releasing protein 1
ENSG00000088881,cluster4,57593,EBF4,20,2692780,2760108,1,protein_coding,EBF family member 4
ENSG00000133816,cluster4,9645,MICAL2,11,12094008,12359144,1,protein_coding,"microtubule associated monooxygenase, calponin and LIM domain containing 2"
ENSG00000261115,cluster4,100507421,TMEM178B,7,141074064,141480380,1,protein_coding,transmembrane protein 178B
ENSG00000101638,cluster4,29906,ST8SIA5,18,46667821,46759257,-1,protein_coding,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
ENSG00000184384,cluster4,84441,MAML2,11,95976598,96343195,-1,protein_coding,mastermind like transcriptional coactivator 2
ENSG00000056487,cluster4,112885,PHF21B,22,44881162,45010005,-1,protein_coding,PHD finger protein 21B
ENSG00000189184,cluster4,54510,PCDH18,4,137518918,137532494,-1,protein_coding,protocadherin 18
ENSG00000160233,cluster4,81543,LRRC3,21,44455510,44462196,1,protein_coding,leucine rich repeat containing 3
ENSG00000115112,cluster4,29842,TFCP2L1,2,121216587,121285202,-1,protein_coding,transcription factor CP2 like 1
ENSG00000185090,cluster4,149175,MANEAL,1,37793847,37801137,1,protein_coding,mannosidase endo-alpha like
ENSG00000168243,cluster4,2786,GNG4,1,235547685,235650754,-1,protein_coding,G protein subunit gamma 4
ENSG00000138685,cluster4,2247,FGF2,4,122826682,122898236,1,protein_coding,fibroblast growth factor 2
ENSG00000119865,cluster4,25927,CNRIP1,2,68284171,68320051,-1,protein_coding,cannabinoid receptor interacting protein 1
ENSG00000138613,cluster4,83464,APH1B,15,63276018,63309126,1,protein_coding,"aph-1 homolog B, gamma-secretase subunit"
ENSG00000181019,cluster4,1728,NQO1,16,69706996,69726668,-1,protein_coding,NAD(P)H quinone dehydrogenase 1
ENSG00000166963,cluster4,4130,MAP1A,15,43510958,43531620,1,protein_coding,microtubule associated protein 1A
ENSG00000050628,cluster4,5733,PTGER3,1,70852353,71047816,-1,protein_coding,prostaglandin E receptor 3
ENSG00000170439,cluster4,196410,METTL7B,12,55681736,55684611,1,protein_coding,methyltransferase like 7B
ENSG00000135083,cluster4,79616,CCNJL,5,160249083,160345396,-1,protein_coding,cyclin J like
ENSG00000171604,cluster4,51523,CXXC5,5,139647299,139683882,1,protein_coding,CXXC finger protein 5
ENSG00000008516,cluster4,64386,MMP25,16,3046062,3060726,1,protein_coding,matrix metallopeptidase 25
ENSG00000182580,cluster4,2049,EPHB3,3,184561785,184582408,1,protein_coding,EPH receptor B3
ENSG00000177106,cluster4,64787,EPS8L2,11,694438,727727,1,protein_coding,EPS8 like 2
ENSG00000135144,cluster4,1840,DTX1,12,113056730,113098028,1,protein_coding,deltex E3 ubiquitin ligase 1
ENSG00000136040,cluster4,10154,PLXNC1,12,94148577,94307675,1,protein_coding,plexin C1
ENSG00000122986,cluster4,84329,HVCN1,12,110627841,110704950,-1,protein_coding,hydrogen voltage gated channel 1
ENSG00000162873,cluster4,55220,KLHDC8A,1,205336061,205357090,-1,protein_coding,kelch domain containing 8A
ENSG00000011028,cluster4,9902,MRC2,17,62627670,62693597,1,protein_coding,mannose receptor C type 2
ENSG00000187583,cluster4,84069,PLEKHN1,1,966482,975865,1,protein_coding,pleckstrin homology domain containing N1
ENSG00000006534,cluster4,221,ALDH3B1,11,68008578,68029282,1,protein_coding,aldehyde dehydrogenase 3 family member B1
ENSG00000198846,cluster4,9760,TOX,8,58805412,59119147,-1,protein_coding,thymocyte selection associated high mobility group box
ENSG00000090539,cluster4,8646,CHRD,3,184380054,184390736,1,protein_coding,chordin
ENSG00000103034,cluster4,65009,NDRG4,16,58462846,58513628,1,protein_coding,NDRG family member 4
ENSG00000182871,cluster4,80781,COL18A1,21,45405165,45513720,1,protein_coding,collagen type XVIII alpha 1 chain
ENSG00000163545,cluster4,81788,NUAK2,1,205302063,205321745,-1,protein_coding,NUAK family kinase 2
ENSG00000153029,cluster4,3140,MR1,1,181033374,181061938,1,protein_coding,"major histocompatibility complex, class I-related"
ENSG00000167034,cluster4,4824,NKX3-1,8,23678697,23682938,-1,protein_coding,NK3 homeobox 1
ENSG00000023171,cluster4,57476,GRAMD1B,11,123358428,123627774,1,protein_coding,GRAM domain containing 1B
ENSG00000064692,cluster4,9627,SNCAIP,5,122311354,122464219,1,protein_coding,synuclein alpha interacting protein
ENSG00000145198,cluster4,90113,VWA5B2,3,184229585,184242329,1,protein_coding,von Willebrand factor A domain containing 5B2
ENSG00000156453,cluster4,5097,PCDH1,5,141853090,141879246,-1,protein_coding,protocadherin 1
ENSG00000164125,cluster4,51313,GASK1B,4,158124474,158173318,-1,protein_coding,golgi associated kinase 1B
ENSG00000054793,cluster4,10079,ATP9A,20,51596514,51768390,-1,protein_coding,ATPase phospholipid transporting 9A (putative)
ENSG00000105664,cluster4,1311,COMP,19,18782773,18791305,-1,protein_coding,cartilage oligomeric matrix protein
ENSG00000160963,cluster4,136227,COL26A1,7,101362875,101559024,1,protein_coding,collagen type XXVI alpha 1 chain
ENSG00000105696,cluster4,25789,TMEM59L,19,18607430,18621039,1,protein_coding,transmembrane protein 59 like
ENSG00000135424,cluster4,3679,ITGA7,12,55684568,55716404,-1,protein_coding,integrin subunit alpha 7
ENSG00000076864,cluster4,5909,RAP1GAP,1,21596221,21669357,-1,protein_coding,RAP1 GTPase activating protein
ENSG00000160097,cluster4,252995,FNDC5,1,32862268,32872482,-1,protein_coding,fibronectin type III domain containing 5
ENSG00000121753,cluster4,576,ADGRB2,1,31727117,31764893,-1,protein_coding,adhesion G protein-coupled receptor B2
ENSG00000111859,cluster4,4739,NEDD9,6,11183298,11382348,-1,protein_coding,"neural precursor cell expressed, developmentally down-regulated 9"
ENSG00000166341,cluster4,8642,DCHS1,11,6621330,6655809,-1,protein_coding,dachsous cadherin-related 1
ENSG00000172350,cluster4,64137,ABCG4,11,119149052,119162653,1,protein_coding,ATP binding cassette subfamily G member 4
ENSG00000126583,cluster4,5582,PRKCG,19,53879190,53907652,1,protein_coding,protein kinase C gamma
ENSG00000230707,cluster4,389895,,X,140091678,140092911,1,protein_coding,novel protein (LOC389895)
ENSG00000170430,cluster4,4255,MGMT,10,129467190,129770983,1,protein_coding,O-6-methylguanine-DNA methyltransferase
ENSG00000126950,cluster4,59353,TMEM35A,X,101078879,101096367,1,protein_coding,transmembrane protein 35A
ENSG00000102935,cluster4,23090,ZNF423,16,49487524,49857919,-1,protein_coding,zinc finger protein 423
ENSG00000166033,cluster4,5654,HTRA1,10,122458551,122514907,1,protein_coding,HtrA serine peptidase 1
ENSG00000113749,cluster4,3274,HRH2,5,175658030,175710756,1,protein_coding,histamine receptor H2
ENSG00000142611,cluster4,63976,PRDM16,1,3069168,3438621,1,protein_coding,PR/SET domain 16
ENSG00000196562,cluster4,55959,SULF2,20,47656197,47786616,-1,protein_coding,sulfatase 2
ENSG00000169432,cluster4,6335,SCN9A,2,166195185,166376001,-1,protein_coding,sodium voltage-gated channel alpha subunit 9
ENSG00000181409,cluster4,9625,AATK,17,81110487,81166221,-1,protein_coding,apoptosis associated tyrosine kinase
ENSG00000174307,cluster4,23612,PHLDA3,1,201464278,201469237,-1,protein_coding,pleckstrin homology like domain family A member 3
ENSG00000147364,cluster4,26260,FBXO25,8,406428,477967,1,protein_coding,F-box protein 25
ENSG00000198513,cluster4,51062,ATL1,14,50532509,50634017,1,protein_coding,atlastin GTPase 1
ENSG00000165730,cluster4,219736,STOX1,10,68827531,68895432,1,protein_coding,storkhead box 1
ENSG00000183798,cluster4,90187,EMILIN3,20,41359962,41366818,-1,protein_coding,elastin microfibril interfacer 3
ENSG00000139220,cluster4,8499,PPFIA2,12,81257975,81759553,-1,protein_coding,PTPRF interacting protein alpha 2
ENSG00000167100,cluster4,201191,SAMD14,17,50110040,50130160,-1,protein_coding,sterile alpha motif domain containing 14
ENSG00000129159,cluster4,3746,KCNC1,11,17734774,17856804,1,protein_coding,potassium voltage-gated channel subfamily C member 1
ENSG00000151640,cluster4,10570,DPYSL4,10,132186948,132205759,1,protein_coding,dihydropyrimidinase like 4
ENSG00000133216,cluster4,2048,EPHB2,1,22710839,22921500,1,protein_coding,EPH receptor B2
ENSG00000140545,cluster4,4240,MFGE8,15,88898683,88913468,-1,protein_coding,milk fat globule EGF and factor V/VIII domain containing
ENSG00000008735,cluster4,23542,MAPK8IP2,22,50600793,50613981,1,protein_coding,mitogen-activated protein kinase 8 interacting protein 2
ENSG00000170624,cluster4,6444,SGCD,5,155870344,156767788,1,protein_coding,sarcoglycan delta
ENSG00000173705,cluster4,26032,SUSD5,3,33150043,33218810,-1,protein_coding,sushi domain containing 5
ENSG00000112139,cluster4,266727,MDGA1,6,37630679,37699306,-1,protein_coding,MAM domain containing glycosylphosphatidylinositol anchor 1
ENSG00000150540,cluster4,3176,HNMT,2,137964020,138016364,1,protein_coding,histamine N-methyltransferase
ENSG00000104081,cluster4,90427,BMF,15,40087890,40108892,-1,protein_coding,Bcl2 modifying factor
ENSG00000176463,cluster4,28232,SLCO3A1,15,91853708,92172435,1,protein_coding,solute carrier organic anion transporter family member 3A1
ENSG00000137571,cluster4,81796,SLCO5A1,8,69667046,69834978,-1,protein_coding,solute carrier organic anion transporter family member 5A1
ENSG00000137868,cluster4,64220,STRA6,15,74179466,74212267,-1,protein_coding,signaling receptor and transporter of retinol STRA6
ENSG00000186395,cluster4,3858,KRT10,17,40818117,40822614,-1,protein_coding,keratin 10
ENSG00000148798,cluster4,9118,INA,10,103277138,103290346,1,protein_coding,internexin neuronal intermediate filament protein alpha
ENSG00000157570,cluster4,90139,TSPAN18,11,44726465,44932423,1,protein_coding,tetraspanin 18
ENSG00000127124,cluster4,59269,HIVEP3,1,41506365,42035925,-1,protein_coding,HIVEP zinc finger 3
ENSG00000159176,cluster4,1465,CSRP1,1,201483530,201509456,-1,protein_coding,cysteine and glycine rich protein 1
ENSG00000198053,cluster4,140885,SIRPA,20,1894167,1940592,1,protein_coding,signal regulatory protein alpha
ENSG00000158106,cluster4,114822,RHPN1,8,143368876,143384221,1,protein_coding,rhophilin Rho GTPase binding protein 1
ENSG00000006740,cluster4,9912,ARHGAP44,17,12789498,12991643,1,protein_coding,Rho GTPase activating protein 44
ENSG00000124615,cluster4,4337,MOCS1,6,39899578,39934551,-1,protein_coding,molybdenum cofactor synthesis 1
ENSG00000052850,cluster4,60529,ALX4,11,44260440,44310139,-1,protein_coding,ALX homeobox 4
ENSG00000162367,cluster4,6886,TAL1,1,47216290,47232225,-1,protein_coding,"TAL bHLH transcription factor 1, erythroid differentiation factor"
ENSG00000179314,cluster4,23302,WSCD1,17,6057807,6124427,1,protein_coding,WSC domain containing 1
ENSG00000121297,cluster4,57616,TSHZ3,19,31149979,31349436,-1,protein_coding,teashirt zinc finger homeobox 3
ENSG00000139410,cluster4,113675,SDSL,12,113422380,113438276,1,protein_coding,serine dehydratase like
ENSG00000170801,cluster4,94031,HTRA3,4,8269754,8307098,1,protein_coding,HtrA serine peptidase 3
ENSG00000256043,cluster4,1519,CTSO,4,155921580,155953912,-1,protein_coding,cathepsin O
ENSG00000160991,cluster4,80228,ORAI2,7,102433106,102456825,1,protein_coding,ORAI calcium release-activated calcium modulator 2
ENSG00000004139,cluster4,23098,SARM1,17,28364356,28404049,1,protein_coding,sterile alpha and TIR motif containing 1
ENSG00000153993,cluster4,223117,SEMA3D,7,84995553,85187056,-1,protein_coding,semaphorin 3D
ENSG00000273706,cluster4,3975,LHX1,17,36936785,36944612,1,protein_coding,LIM homeobox 1
ENSG00000188760,cluster4,130612,TMEM198,2,219543663,219550595,1,protein_coding,transmembrane protein 198
ENSG00000151090,cluster4,7068,THRB,3,24117153,24495756,-1,protein_coding,thyroid hormone receptor beta
ENSG00000181444,cluster4,168544,ZNF467,7,149764182,149773588,-1,protein_coding,zinc finger protein 467
ENSG00000197557,cluster4,92104,TTC30A,2,177612999,177618742,-1,protein_coding,tetratricopeptide repeat domain 30A
ENSG00000223802,cluster4,10715,CERS1,19,18868545,18896727,-1,protein_coding,ceramide synthase 1
ENSG00000235961,cluster4,84968,PNMA6A,X,153072454,153075019,1,protein_coding,PNMA family member 6A
ENSG00000205978,cluster4,57523,NYNRIN,14,24399003,24419283,1,protein_coding,NYN domain and retroviral integrase containing
ENSG00000067798,cluster4,89795,NAV3,12,77324641,78213010,1,protein_coding,neuron navigator 3
ENSG00000244509,cluster4,27350,APOBEC3C,22,39014257,39020352,1,protein_coding,apolipoprotein B mRNA editing enzyme catalytic subunit 3C
ENSG00000128342,cluster4,3976,LIF,22,30240453,30246759,-1,protein_coding,LIF interleukin 6 family cytokine
ENSG00000188051,cluster4,100130519,TMEM221,19,17435509,17448668,-1,protein_coding,transmembrane protein 221
ENSG00000183307,cluster4,27439,TMEM121B,22,17116297,17121367,-1,protein_coding,transmembrane protein 121B
ENSG00000205363,cluster4,388135,INSYN1,15,73735458,73753351,-1,protein_coding,inhibitory synaptic factor 1
ENSG00000077063,cluster4,83992,CTTNBP2,7,117710651,117874139,-1,protein_coding,cortactin binding protein 2
ENSG00000165973,cluster4,4745,NELL1,11,20669551,21575686,1,protein_coding,neural EGFL like 1
ENSG00000103241,cluster4,2294,FOXF1,16,86510527,86515422,1,protein_coding,forkhead box F1
ENSG00000173114,cluster4,54674,LRRN3,7,111091006,111125454,1,protein_coding,leucine rich repeat neuronal 3
ENSG00000179938,cluster4,653073,GOLGA8J,15,30082955,30096690,1,protein_coding,golgin A8 family member J
ENSG00000166206,cluster4,2562,GABRB3,15,26543552,26939539,-1,protein_coding,gamma-aminobutyric acid type A receptor subunit beta3
ENSG00000048740,cluster4,10659,CELF2,10,10798397,11336675,1,protein_coding,CUGBP Elav-like family member 2
ENSG00000172086,cluster4,51315,KRCC1,2,88027205,88064252,-1,protein_coding,lysine rich coiled-coil 1
ENSG00000180917,cluster4,55783,CMTR2,16,71281389,71289715,-1,protein_coding,cap methyltransferase 2
ENSG00000185567,cluster4,113146,AHNAK2,14,104937244,104978374,-1,protein_coding,AHNAK nucleoprotein 2
ENSG00000165548,cluster4,57156,TMEM63C,14,77116568,77259495,1,protein_coding,transmembrane protein 63C
ENSG00000128849,cluster4,84952,CGNL1,15,57375967,57550717,1,protein_coding,cingulin like 1
ENSG00000141519,cluster4,55036,CCDC40,17,80036632,80100613,1,protein_coding,coiled-coil domain containing 40
ENSG00000140859,cluster4,3801,KIFC3,16,57758217,57863053,-1,protein_coding,kinesin family member C3
ENSG00000165995,cluster4,783,CACNB2,10,18140424,18543557,1,protein_coding,calcium voltage-gated channel auxiliary subunit beta 2
ENSG00000057704,cluster4,57458,TMCC3,12,94567122,94650557,-1,protein_coding,transmembrane and coiled-coil domain family 3
ENSG00000161921,cluster4,58191,CXCL16,17,4733533,4739928,-1,protein_coding,C-X-C motif chemokine ligand 16
ENSG00000005884,cluster4,3675,ITGA3,17,50055968,50090481,1,protein_coding,integrin subunit alpha 3
ENSG00000065320,cluster4,9423,NTN1,17,9021510,9244000,1,protein_coding,netrin 1
ENSG00000189283,cluster4,2272,FHIT,3,59747277,61251459,-1,protein_coding,fragile histidine triad diadenosine triphosphatase
ENSG00000138134,cluster4,57559,STAMBPL1,10,88879734,88975153,1,protein_coding,STAM binding protein like 1
ENSG00000144792,cluster4,285349,ZNF660,3,44578223,44599694,1,protein_coding,zinc finger protein 660
ENSG00000112164,cluster4,2740,GLP1R,6,39048781,39091303,1,protein_coding,glucagon like peptide 1 receptor
ENSG00000075891,cluster4,5076,PAX2,10,100735396,100829944,1,protein_coding,paired box 2
ENSG00000120899,cluster4,2185,PTK2B,8,27311482,27459391,1,protein_coding,protein tyrosine kinase 2 beta
ENSG00000160191,cluster4,5152,PDE9A,21,42653621,42775509,1,protein_coding,phosphodiesterase 9A
ENSG00000184226,cluster4,5101,PCDH9,13,66302834,67230445,-1,protein_coding,protocadherin 9
ENSG00000115159,cluster4,2820,GPD2,2,156435290,156613735,1,protein_coding,glycerol-3-phosphate dehydrogenase 2
ENSG00000150625,cluster4,2823,GPM6A,4,175632934,176002664,-1,protein_coding,glycoprotein M6A
ENSG00000149599,cluster4,128853,DUSP15,20,31847637,31870664,-1,protein_coding,dual specificity phosphatase 15
ENSG00000137103,cluster4,51754,TMEM8B,9,35814451,35865518,1,protein_coding,transmembrane protein 8B
ENSG00000137269,cluster4,55227,LRRC1,6,53794497,53924125,1,protein_coding,leucine rich repeat containing 1
ENSG00000117266,cluster4,5129,CDK18,1,205504596,205532793,1,protein_coding,cyclin dependent kinase 18
ENSG00000153898,cluster4,255231,MCOLN2,1,84925583,84997113,-1,protein_coding,mucolipin TRP cation channel 2
ENSG00000101751,cluster4,11201,POLI,18,54269517,54321266,1,protein_coding,DNA polymerase iota
ENSG00000205078,cluster4,100130958,SYCE1L,16,77199408,77213215,1,protein_coding,synaptonemal complex central element protein 1 like
ENSG00000152672,cluster4,165530,CLEC4F,2,70808643,70820599,-1,protein_coding,C-type lectin domain family 4 member F
ENSG00000184988,cluster4,113277,TMEM106A,17,43211835,43220041,1,protein_coding,transmembrane protein 106A
ENSG00000186994,cluster4,256949,KANK3,19,8322584,8343262,-1,protein_coding,KN motif and ankyrin repeat domains 3
ENSG00000101265,cluster4,9770,RASSF2,20,4780023,4823608,-1,protein_coding,Ras association domain family member 2
ENSG00000158458,cluster4,9542,NRG2,5,139846779,140043299,-1,protein_coding,neuregulin 2
ENSG00000170035,cluster4,10477,UBE2E3,2,180967248,181076585,1,protein_coding,ubiquitin conjugating enzyme E2 E3
ENSG00000182253,cluster4,23336,SYNM,15,99098217,99135593,1,protein_coding,synemin
ENSG00000267221,cluster4,110806298,C17orf113,17,42038232,42050601,-1,protein_coding,chromosome 17 open reading frame 113
ENSG00000167861,cluster4,283987,HID1,17,74950742,74973166,-1,protein_coding,HID1 domain containing
ENSG00000152078,cluster4,148534,TLCD4,1,95117355,95197607,1,protein_coding,TLC domain containing 4
ENSG00000197461,cluster4,5154,PDGFA,7,497258,520296,-1,protein_coding,platelet derived growth factor subunit A
ENSG00000173614,cluster4,64802,NMNAT1,1,9943428,9985501,1,protein_coding,nicotinamide nucleotide adenylyltransferase 1
ENSG00000178878,cluster4,81575,APOLD1,12,12725917,12829975,1,protein_coding,apolipoprotein L domain containing 1
ENSG00000249992,cluster4,25907,TMEM158,3,45224466,45226287,-1,protein_coding,transmembrane protein 158
ENSG00000170310,cluster4,9482,STX8,17,9250471,9576591,-1,protein_coding,syntaxin 8
ENSG00000106479,cluster4,643641,ZNF862,7,149838375,149867479,1,protein_coding,zinc finger protein 862
ENSG00000170190,cluster4,9121,SLC16A5,17,75087727,75106162,1,protein_coding,solute carrier family 16 member 5
ENSG00000166897,cluster4,114794,ELFN2,22,37367960,37427479,-1,protein_coding,extracellular leucine rich repeat and fibronectin type III domain containing 2
ENSG00000189056,cluster4,5649,RELN,7,103471381,103989658,-1,protein_coding,reelin
ENSG00000103647,cluster4,10391,CORO2B,15,68578993,68727806,1,protein_coding,coronin 2B
ENSG00000196358,cluster4,84628,NTNG2,9,132162058,132244526,1,protein_coding,netrin G2
ENSG00000118898,cluster4,5493,PPL,16,4882507,4960741,-1,protein_coding,periplakin
ENSG00000053747,cluster4,3909,LAMA3,18,23689453,23956222,1,protein_coding,laminin subunit alpha 3
ENSG00000134532,cluster4,6660,SOX5,12,23529504,24562544,-1,protein_coding,SRY-box transcription factor 5
ENSG00000105605,cluster4,59284,CACNG7,19,53909278,53943950,1,protein_coding,calcium voltage-gated channel auxiliary subunit gamma 7
ENSG00000196549,cluster4,4311,MME,3,155024124,155183704,1,protein_coding,membrane metalloendopeptidase
ENSG00000179588,cluster4,161882,ZFPM1,16,88453280,88537031,1,protein_coding,"zinc finger protein, FOG family member 1"
ENSG00000084628,cluster4,79570,NKAIN1,1,31179745,31239887,-1,protein_coding,sodium/potassium transporting ATPase interacting 1
ENSG00000105088,cluster4,93145,OLFM2,19,9853718,9936515,-1,protein_coding,olfactomedin 2
ENSG00000048052,cluster4,9734,HDAC9,7,18086949,19002416,1,protein_coding,histone deacetylase 9
ENSG00000143355,cluster4,56956,LHX9,1,197911902,197935478,1,protein_coding,LIM homeobox 9
ENSG00000153234,cluster4,4929,NR4A2,2,156324437,156342348,-1,protein_coding,nuclear receptor subfamily 4 group A member 2
ENSG00000141736,cluster4,2064,ERBB2,17,39687914,39730426,1,protein_coding,erb-b2 receptor tyrosine kinase 2
ENSG00000146966,cluster4,27147,DENND2A,7,140518420,140673993,-1,protein_coding,DENN domain containing 2A
ENSG00000227051,cluster4,56967,C14orf132,14,96039362,96093971,1,protein_coding,chromosome 14 open reading frame 132
ENSG00000168994,cluster4,221749,PXDC1,6,3722614,3751713,-1,protein_coding,PX domain containing 1
ENSG00000273274,cluster4,728116,ZBTB8B,1,32465072,32496686,1,protein_coding,zinc finger and BTB domain containing 8B
ENSG00000171877,cluster4,84978,FRMD5,15,43870761,44195271,-1,protein_coding,FERM domain containing 5
ENSG00000074527,cluster4,59277,NTN4,12,95657807,95791189,-1,protein_coding,netrin 4
ENSG00000165338,cluster4,143279,HECTD2,10,91409280,91514829,1,protein_coding,HECT domain E3 ubiquitin protein ligase 2
ENSG00000128604,cluster4,3663,IRF5,7,128937457,128950038,1,protein_coding,interferon regulatory factor 5
ENSG00000187608,cluster4,9636,ISG15,1,1001138,1014540,1,protein_coding,ISG15 ubiquitin like modifier
ENSG00000166105,cluster4,112937,GLB1L3,11,134274245,134319564,1,protein_coding,galactosidase beta 1 like 3
ENSG00000129038,cluster4,4016,LOXL1,15,73925989,73952137,1,protein_coding,lysyl oxidase like 1
ENSG00000115461,cluster4,3488,IGFBP5,2,216672105,216695549,-1,protein_coding,insulin like growth factor binding protein 5
ENSG00000069667,cluster4,6095,RORA,15,60488284,61229302,-1,protein_coding,RAR related orphan receptor A
ENSG00000164796,cluster4,114788,CSMD3,8,112222928,113436939,-1,protein_coding,CUB and Sushi multiple domains 3
ENSG00000108960,cluster4,23531,MMD,17,55392622,55421924,-1,protein_coding,monocyte to macrophage differentiation associated
ENSG00000115363,cluster4,84141,EVA1A,2,75469302,75569722,-1,protein_coding,"eva-1 homolog A, regulator of programmed cell death"
ENSG00000075643,cluster4,55034,MOCOS,18,36187497,36272157,1,protein_coding,molybdenum cofactor sulfurase
ENSG00000106031,cluster4,3209,HOXA13,7,27193503,27200091,-1,protein_coding,homeobox A13
ENSG00000110852,cluster4,9976,CLEC2B,12,9852369,9869386,-1,protein_coding,C-type lectin domain family 2 member B
ENSG00000170921,cluster4,26115,TANC2,17,62966235,63427703,1,protein_coding,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
ENSG00000066382,cluster4,744,MPPED2,11,30384493,30586872,-1,protein_coding,metallophosphoesterase domain containing 2
ENSG00000108947,cluster4,1949,EFNB3,17,7705202,7711372,1,protein_coding,ephrin B3
ENSG00000088882,cluster4,56265,CPXM1,20,2794074,2800627,-1,protein_coding,"carboxypeptidase X, M14 family member 1"
ENSG00000136717,cluster4,274,BIN1,2,127048027,127107288,-1,protein_coding,bridging integrator 1
ENSG00000092096,cluster4,51310,SLC22A17,14,23346314,23352912,-1,protein_coding,solute carrier family 22 member 17
ENSG00000166387,cluster4,8495,PPFIBP2,11,7513298,7657127,1,protein_coding,PPFIA binding protein 2
ENSG00000152154,cluster4,130733,TMEM178A,2,39664982,39717963,1,protein_coding,transmembrane protein 178A
ENSG00000082438,cluster4,22837,COBLL1,2,164653624,164843679,-1,protein_coding,cordon-bleu WH2 repeat protein like 1
ENSG00000103154,cluster4,54550,NECAB2,16,83968244,84002776,1,protein_coding,N-terminal EF-hand calcium binding protein 2
ENSG00000111962,cluster4,10090,UST,6,148747030,149076990,1,protein_coding,uronyl 2-sulfotransferase
ENSG00000188176,cluster4,342527,SMTNL2,17,4583999,4608319,1,protein_coding,smoothelin like 2
